"id","sell_order_state_id","sell_order_state_name","assigned_warehouse_id","assigned_warehouse_name","creation_date","creation_date2","creation_date3","delivered_date","picked_up_date","picked_up_date2","picked_up_date3","delivery_promise_max","delivery_promise_max2","delivery_promise_max3","pack_promise_max","pack_promise_max2","pack_promise_max3","closed_date","closed_date2","closed_date3","sell_order_id","sell_order_id_with_issue"
1686177180967851,6,Picked-up by buyer,1,Bogota #1,"2023-06-07 22:33:01","202306","2023-06-07",,"2023-10-02 14:02:00","202310","2023-10-02",,,,"2023-06-08 14:00:00","202306","2023-06-08","2023-10-02 14:02:11","202310","2023-10-02",,
1687231722655694,6,Picked-up by buyer,2,Medellin #1,"2023-06-20 03:28:43","202306","2023-06-20",,"2023-06-20 05:33:04","202306","2023-06-20",,,,"2023-06-20 15:00:00","202306","2023-06-20","2023-06-20 05:33:08","202306","2023-06-20",,
1687231722790767,6,Picked-up by buyer,2,Medellin #1,"2023-06-20 03:28:43","202306","2023-06-20",,"2023-07-10 06:40:09","202307","2023-07-10",,,,"2023-06-20 15:00:00","202306","2023-06-20","2023-07-10 06:40:10","202307","2023-07-10",,
1687231723124313,6,Picked-up by buyer,2,Medellin #1,"2023-06-20 03:28:43","202306","2023-06-20",,"2023-06-20 05:43:58","202306","2023-06-20",,,,"2023-06-20 15:00:00","202306","2023-06-20","2023-06-20 05:44:02","202306","2023-06-20",,
1687240381238351,6,Picked-up by buyer,2,Medellin #1,"2023-06-20 05:53:01","202306","2023-06-20",,"2023-06-20 06:05:07","202306","2023-06-20",,,,"2023-06-20 07:53:01","202306","2023-06-20","2023-06-20 06:05:11","202306","2023-06-20",,
1688658711268467,6,Picked-up by buyer,1,Bogota #1,"2023-07-06 15:51:51","202307","2023-07-06",,"2023-09-04 21:11:00","202309","2023-09-04",,,,"2023-07-06 20:02:15","202307","2023-07-06","2023-09-04 21:11:40","202309","2023-09-04",,
1688953037277539,6,Picked-up by buyer,2,Medellin #1,"2023-07-10 01:37:17","202307","2023-07-10",,"2024-03-20 20:20:40","202403","2024-03-20",,,,"2023-07-10 15:00:00","202307","2023-07-10","2024-03-20 20:20:45","202403","2024-03-20",,
1688953037284631,6,Picked-up by buyer,2,Medellin #1,"2023-07-10 01:37:17","202307","2023-07-10",,"2023-07-10 06:42:53","202307","2023-07-10",,,,"2023-07-10 15:00:00","202307","2023-07-10","2023-07-10 06:42:54","202307","2023-07-10",,
1688968492192688,6,Picked-up by buyer,2,Medellin #1,"2023-07-10 05:54:52","202307","2023-07-10",,"2023-07-10 06:35:57","202307","2023-07-10",,,,"2023-07-10 07:54:52","202307","2023-07-10","2023-07-10 06:36:00","202307","2023-07-10",,
1689306151970710,6,Picked-up by buyer,2,Medellin #1,"2023-07-14 03:42:32","202307","2023-07-14",,"2023-07-14 04:11:23","202307","2023-07-14",,,,"2023-07-14 15:00:00","202307","2023-07-14","2023-07-14 04:11:26","202307","2023-07-14",,
1689306152006784,6,Picked-up by buyer,2,Medellin #1,"2023-07-14 03:42:32","202307","2023-07-14",,"2024-02-06 22:25:53","202402","2024-02-06",,,,"2023-07-14 15:00:00","202307","2023-07-14","2024-02-06 22:26:03","202402","2024-02-06",,
1689306152268270,6,Picked-up by buyer,2,Medellin #1,"2023-07-14 03:42:32","202307","2023-07-14",,"2023-07-14 03:52:46","202307","2023-07-14",,,,"2023-07-14 15:00:00","202307","2023-07-14","2023-07-14 03:52:50","202307","2023-07-14",,
1690232662352540,6,Picked-up by buyer,2,Medellin #1,"2023-07-24 21:04:22","202307","2023-07-24",,"2023-07-24 21:51:00","202307","2023-07-24",,,,"2023-07-25 14:00:00","202307","2023-07-25","2023-07-24 21:51:33","202307","2023-07-24",1690232662352540,yes
1690836467681616,6,Picked-up by buyer,1,Bogota #1,"2023-07-31 20:47:48","202307","2023-07-31",,"2023-08-31 17:19:00","202308","2023-08-31",,,,"2023-08-01 15:00:00","202308","2023-08-01","2023-08-31 17:19:13","202308","2023-08-31",,
1698624452832345,6,Picked-up by buyer,2,Medellin #1,"2023-10-30 00:07:33","202310","2023-10-30",,"2023-10-30 20:38:28","202310","2023-10-30",,,,"2023-10-30 14:00:00","202310","2023-10-30","2023-10-30 20:38:36","202310","2023-10-30",,
1698688964401273,6,Picked-up by buyer,1,Bogota #1,"2023-10-30 18:02:44","202310","2023-10-30",,"2023-10-30 20:55:00","202310","2023-10-30",,,,"2023-10-30 20:02:44","202310","2023-10-30","2023-10-30 20:55:07","202310","2023-10-30",,
1698698421322176,6,Picked-up by buyer,2,Medellin #1,"2023-10-30 20:40:21","202310","2023-10-30",,"2023-12-22 22:33:00","202312","2023-12-22",,,,"2023-10-30 21:40:21","202310","2023-10-30","2023-12-22 22:33:20","202312","2023-12-22",,
1698698425485381,6,Picked-up by buyer,2,Medellin #1,"2023-10-30 20:40:25","202310","2023-10-30",,"2023-12-22 22:30:00","202312","2023-12-22",,,,"2023-10-30 21:40:25","202310","2023-10-30","2023-12-22 22:30:26","202312","2023-12-22",,
1705610808202377,6,Picked-up by buyer,2,Medellin #1,"2024-01-18 20:46:48","202401","2024-01-18",,"2024-01-18 21:02:00","202401","2024-01-18",,,,"2024-01-19 15:00:00","202401","2024-01-19","2024-01-18 21:02:49","202401","2024-01-18",,
1707264857114945,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 00:14:17","202402","2024-02-07",,"2024-02-07 15:52:10","202402","2024-02-07",,,,"2024-02-07 14:00:00","202402","2024-02-07","2024-02-07 15:52:13","202402","2024-02-07",,
1707321364630720,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 15:56:05","202402","2024-02-07",,"2024-02-08 17:28:43","202402","2024-02-08",,,,"2024-02-07 16:56:05","202402","2024-02-07","2024-02-08 17:28:49","202402","2024-02-08",,
1707325015284910,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 16:56:55","202402","2024-02-07",,"2024-02-07 19:54:40","202402","2024-02-07",,,,"2024-02-07 17:56:55","202402","2024-02-07","2024-02-07 19:54:45","202402","2024-02-07",,
1707336041281731,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 20:00:41","202402","2024-02-07",,"2024-02-07 20:03:05","202402","2024-02-07",,,,"2024-02-07 21:00:41","202402","2024-02-07","2024-02-07 20:03:09","202402","2024-02-07",,
1707336505453282,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 20:08:25","202402","2024-02-07",,"2024-02-07 20:11:10","202402","2024-02-07",,,,"2024-02-07 21:08:25","202402","2024-02-07","2024-02-07 20:11:15","202402","2024-02-07",,
1707336889850237,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 20:14:50","202402","2024-02-07",,"2024-02-07 20:20:54","202402","2024-02-07",,,,"2024-02-07 21:14:50","202402","2024-02-07","2024-02-07 20:20:59","202402","2024-02-07",,
1707338498293477,6,Picked-up by buyer,2,Medellin #1,"2024-02-07 20:41:38","202402","2024-02-07",,"2024-02-08 16:49:20","202402","2024-02-08",,,,"2024-02-07 21:41:38","202402","2024-02-07","2024-02-08 16:49:28","202402","2024-02-08",,
1708362753928611,6,Picked-up by buyer,1,Bogota #1,"2024-02-19 17:12:34","202402","2024-02-19",,"2024-02-19 17:29:00","202402","2024-02-19",,,,"2024-02-19 19:12:34","202402","2024-02-19","2024-02-19 17:29:45","202402","2024-02-19",,
1708362824839928,6,Picked-up by buyer,1,Bogota #1,"2024-02-19 17:13:45","202402","2024-02-19",,"2024-02-19 17:29:00","202402","2024-02-19",,,,"2024-02-19 19:13:45","202402","2024-02-19","2024-02-19 17:29:52","202402","2024-02-19",,
1708446099420601,6,Picked-up by buyer,2,Medellin #1,"2024-02-20 16:21:39","202402","2024-02-20",,"2024-02-20 16:39:53","202402","2024-02-20",,,,"2024-02-20 17:21:39","202402","2024-02-20","2024-02-20 16:39:57","202402","2024-02-20",,
1710389639874588,6,Picked-up by buyer,2,Medellin #1,"2024-03-14 04:14:00","202403","2024-03-14",,"2024-03-14 04:58:38","202403","2024-03-14",,,,"2024-03-14 14:00:00","202403","2024-03-14","2024-03-14 04:58:43","202403","2024-03-14",,
1710392627353728,6,Picked-up by buyer,2,Medellin #1,"2024-03-14 05:03:47","202403","2024-03-14",,"2024-03-14 05:07:23","202403","2024-03-14",,,,"2024-03-14 06:03:47","202403","2024-03-14","2024-03-14 05:07:28","202403","2024-03-14",,
1710392891302338,6,Picked-up by buyer,2,Medellin #1,"2024-03-14 05:08:11","202403","2024-03-14",,"2024-03-14 05:12:06","202403","2024-03-14",,,,"2024-03-14 06:08:11","202403","2024-03-14","2024-03-14 05:12:09","202403","2024-03-14",,
16890028292019,8,Delivered to buyer,2,Medellin #1,"2023-07-10 15:27:09","202307","2023-07-10","2023-08-18 05:47:08",,,,"2023-07-12 02:00:00","202307","2023-07-12","2023-07-11 20:00:00","202307","2023-07-11","2023-08-18 05:47:22","202308","2023-08-18",,
17029912972155,8,Delivered to buyer,2,Medellin #1,"2023-12-19 13:08:17","202312","2023-12-19","2023-12-21 16:59:00",,,,"2023-12-20 18:00:00","202312","2023-12-20","2023-12-20 15:00:00","202312","2023-12-20","2023-12-21 16:59:11","202312","2023-12-21",,
167828755216844,8,Delivered to buyer,2,Medellin #1,"2023-03-08 14:59:12","202303","2023-03-08","2023-07-05 05:27:00",,,,"2023-03-23 01:00:00","202303","2023-03-23","2023-03-08 21:00:00","202303","2023-03-08","2023-07-05 05:27:45","202307","2023-07-05",,
167830566018318,8,Delivered to buyer,1,Bogota #1,"2023-03-08 20:01:00","202303","2023-03-08","2023-04-21 15:17:00",,,,"2023-03-11 01:00:00","202303","2023-03-11","2023-03-09 21:00:00","202303","2023-03-09","2023-04-21 15:17:09","202304","2023-04-21",,
167880566150638,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:22","202303","2023-03-14","2023-09-04 15:10:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-09-04 15:10:07","202309","2023-09-04",,
168192118849053,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:19:48","202304","2023-04-19","2023-10-09 22:38:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-10-09 22:38:40","202310","2023-10-09",,
168192121450517,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:20:15","202304","2023-04-19","2023-10-09 22:38:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-10-09 22:38:43","202310","2023-10-09",,
168192121486145,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:20:15","202304","2023-04-19","2023-11-02 21:31:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-11-02 21:31:38","202311","2023-11-02",,
168202916642295,8,Delivered to buyer,1,Bogota #1,"2023-04-20 22:19:26","202304","2023-04-20","2023-06-08 15:53:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-21 16:00:00","202304","2023-04-21","2023-06-08 15:53:41","202306","2023-06-08",,
168262977177465,8,Delivered to buyer,2,Medellin #1,"2023-04-27 21:09:32","202304","2023-04-27","2023-05-09 21:21:00",,,,"2023-04-29 01:00:00","202304","2023-04-29","2023-04-28 16:00:00","202304","2023-04-28","2023-05-09 21:21:19","202305","2023-05-09",,
168308721348065,8,Delivered to buyer,1,Bogota #1,"2023-05-03 04:13:33","202305","2023-05-03","2023-09-30 05:32:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-09-30 05:33:10","202309","2023-09-30",,
168321829641840,8,Delivered to buyer,1,Bogota #1,"2023-05-04 16:38:16","202305","2023-05-04","2023-07-19 14:13:00",,,,"2023-05-06 01:00:00","202305","2023-05-06","2023-05-04 21:00:00","202305","2023-05-04","2023-07-19 14:13:42","202307","2023-07-19",,
168781575147243,8,Delivered to buyer,1,Bogota #1,"2023-06-26 21:42:31","202306","2023-06-26","2023-09-04 15:10:00",,,,"2023-07-11 02:00:00","202307","2023-07-11","2023-06-27 21:00:00","202306","2023-06-27","2023-09-04 15:10:04","202309","2023-09-04",,
168908827213769,8,Delivered to buyer,1,Bogota #1,"2023-07-11 15:11:12","202307","2023-07-11","2023-07-26 16:22:00",,,,"2023-08-09 02:00:00","202308","2023-08-09","2023-07-26 21:00:00","202307","2023-07-26","2023-07-26 16:23:04","202307","2023-07-26",,
168908868860890,8,Delivered to buyer,1,Bogota #1,"2023-07-11 15:18:09","202307","2023-07-11","2023-07-12 15:07:00",,,,"2023-07-25 02:00:00","202307","2023-07-25","2023-07-11 21:00:00","202307","2023-07-11","2023-07-12 15:07:23","202307","2023-07-12",,
168908869699110,8,Delivered to buyer,1,Bogota #1,"2023-07-11 15:18:17","202307","2023-07-11","2023-07-12 15:07:00",,,,"2023-07-25 02:00:00","202307","2023-07-25","2023-07-11 21:00:00","202307","2023-07-11","2023-07-12 15:07:36","202307","2023-07-12",,
169038932208339,8,Delivered to buyer,1,Bogota #1,"2023-07-26 16:35:22","202307","2023-07-26","2023-08-09 20:47:00",,,,"2023-08-09 02:00:00","202308","2023-08-09","2023-07-26 21:00:00","202307","2023-07-26","2023-08-09 20:47:13","202308","2023-08-09",,
169040733306299,8,Delivered to buyer,2,Medellin #1,"2023-07-26 21:35:33","202307","2023-07-26","2023-07-27 14:28:00",,,,"2023-07-28 02:00:00","202307","2023-07-28","2023-07-27 16:00:00","202307","2023-07-27","2023-07-27 14:28:12","202307","2023-07-27",,
169092533559988,8,Delivered to buyer,2,Medellin #1,"2023-08-01 21:28:56","202308","2023-08-01","2023-08-30 20:57:31",,,,"2023-08-16 02:00:00","202308","2023-08-16","2023-08-02 21:00:00","202308","2023-08-02","2023-08-30 20:57:34","202308","2023-08-30",,
169168971330041,8,Delivered to buyer,1,Bogota #1,"2023-08-10 17:48:33","202308","2023-08-10","2023-08-10 20:36:00",,,,"2023-08-24 02:00:00","202308","2023-08-24","2023-08-10 21:00:00","202308","2023-08-10","2023-08-10 20:36:52","202308","2023-08-10",,
169221531152476,8,Delivered to buyer,2,Medellin #1,"2023-08-16 19:48:32","202308","2023-08-16","2023-08-22 02:27:04",,,,"2023-08-18 02:00:00","202308","2023-08-18","2023-08-17 16:00:00","202308","2023-08-17","2023-08-22 02:27:05","202308","2023-08-22",,
169333512680484,8,Delivered to buyer,1,Bogota #1,"2023-08-29 18:52:07","202308","2023-08-29","2023-09-05 19:27:49",,,,"2023-08-31 02:00:00","202308","2023-08-31","2023-08-30 16:00:00","202308","2023-08-30","2023-09-05 19:27:57","202309","2023-09-05",,
169399354070158,8,Delivered to buyer,16,Bogota #2,"2023-09-06 09:45:42","202309","2023-09-06","2023-09-06 21:36:00",,,,"2023-09-08 02:00:00","202309","2023-09-08","2023-09-06 21:00:00","202309","2023-09-06","2023-09-06 21:36:31","202309","2023-09-06",,
169445692040910,8,Delivered to buyer,2,Medellin #1,"2023-09-11 18:28:40","202309","2023-09-11","2023-09-19 04:07:29",,,,"2023-09-14 02:00:00","202309","2023-09-14","2023-09-12 21:00:00","202309","2023-09-12","2023-09-19 04:07:32","202309","2023-09-19",,
169516496983597,8,Delivered to buyer,2,Medellin #1,"2023-09-19 23:09:30","202309","2023-09-19","2023-09-20 00:18:09",,,,,,,"2023-09-20 15:00:00","202309","2023-09-20","2023-09-20 00:18:10","202309","2023-09-20",169516496983597,yes
169636693973326,8,Delivered to buyer,2,Medellin #1,"2023-10-03 21:02:21","202310","2023-10-03","2023-10-19 19:09:00",,,,"2023-10-05 02:00:00","202310","2023-10-05","2023-10-04 16:00:00","202310","2023-10-04","2023-10-19 19:09:19","202310","2023-10-19",,
169868926906449,8,Delivered to buyer,1,Bogota #1,"2023-10-30 18:07:49","202310","2023-10-30","2023-10-31 18:37:00",,,,"2023-10-31 18:00:00","202310","2023-10-31","2023-10-31 15:00:00","202310","2023-10-31","2023-10-31 18:37:57","202310","2023-10-31",169868926906449,yes
170256688591352,8,Delivered to buyer,2,Medellin #1,"2023-12-14 15:14:47","202312","2023-12-14","2023-12-14 19:29:00",,,,"2023-12-16 02:00:00","202312","2023-12-16","2023-12-15 16:00:00","202312","2023-12-15","2023-12-14 19:29:15","202312","2023-12-14",,
170265208457137,8,Delivered to buyer,2,Medellin #1,"2023-12-15 14:54:46","202312","2023-12-15","2023-12-18 19:45:00",,,,"2023-12-16 18:00:00","202312","2023-12-16","2023-12-16 15:00:00","202312","2023-12-16","2023-12-18 19:45:54","202312","2023-12-18",,
1678287544435222,8,Delivered to buyer,2,Medellin #1,"2023-03-08 14:59:04","202303","2023-03-08","2023-07-05 05:27:00",,,,"2023-03-23 01:00:00","202303","2023-03-23","2023-03-08 21:00:00","202303","2023-03-08","2023-07-05 05:27:48","202307","2023-07-05",,
1678287544875491,8,Delivered to buyer,2,Medellin #1,"2023-03-08 14:59:05","202303","2023-03-08","2023-07-05 05:27:00",,,,"2023-03-23 01:00:00","202303","2023-03-23","2023-03-08 21:00:00","202303","2023-03-08","2023-07-05 05:27:38","202307","2023-07-05",,
1678287574750573,8,Delivered to buyer,2,Medellin #1,"2023-03-08 14:59:35","202303","2023-03-08","2023-07-05 05:27:00",,,,"2023-03-23 01:00:00","202303","2023-03-23","2023-03-08 21:00:00","202303","2023-03-08","2023-07-05 05:27:26","202307","2023-07-05",,
